epoch ,train/box_loss ,train/cls_loss ,train/dfl_loss ,metrics/precision(B) ,metrics/recall(B) ,metrics/mAP50(B) ,metrics/mAP50-95(B) ,val/box_loss ,val/cls_loss ,val/dfl_loss ,lr/pg0    ,lr/pg1    ,lr/pg2
  131 ,        1.392  ,        1.3433 ,        1.3556 ,             0.77851 ,          0.61585 ,         0.7121  ,            0.47899 ,      1.1361 ,     0.91963 ,      1.1642 ,0.007855  ,0.007855  ,0.007855
  132 ,        1.3857 ,        1.3341 ,        1.3513 ,             0.77361 ,          0.61882 ,         0.71229 ,            0.47901 ,      1.1353 ,     0.91917 ,      1.1635 ,0.0078385 ,0.0078385 ,0.0078385
  133 ,        1.3889 ,        1.3379 ,        1.3509 ,             0.77674 ,          0.61596 ,         0.71258 ,            0.47976 ,      1.1356 ,     0.91828 ,      1.163  ,0.007822  ,0.007822  ,0.007822
  134 ,        1.3855 ,        1.3339 ,        1.3509 ,             0.78341 ,          0.61344 ,         0.71217 ,            0.47988 ,      1.1366 ,     0.91827 ,      1.1632 ,0.0078055 ,0.0078055 ,0.0078055
  135 ,        1.384  ,        1.3325 ,        1.3509 ,             0.78319 ,          0.61501 ,         0.71265 ,            0.47997 ,      1.1363 ,     0.91808 ,      1.1624 ,0.007789  ,0.007789  ,0.007789
  136 ,        1.3877 ,        1.3388 ,        1.352  ,             0.7844  ,          0.61743 ,         0.71334 ,            0.48056 ,      1.1343 ,     0.91783 ,      1.1607 ,0.0077725 ,0.0077725 ,0.0077725
  137 ,        1.3901 ,        1.335  ,        1.3494 ,             0.78361 ,          0.61678 ,         0.71362 ,            0.48087 ,      1.1343 ,     0.91723 ,      1.1604 ,0.007756  ,0.007756  ,0.007756
  138 ,        1.3847 ,        1.3346 ,        1.3481 ,             0.78492 ,          0.61474 ,         0.71414 ,            0.48137 ,      1.1345 ,     0.91614 ,      1.1604 ,0.0077395 ,0.0077395 ,0.0077395
  139 ,        1.3829 ,        1.3336 ,        1.3513 ,             0.78819 ,          0.61371 ,         0.71405 ,            0.48133 ,      1.135  ,     0.91478 ,      1.1608 ,0.007723  ,0.007723  ,0.007723
  140 ,        1.3839 ,        1.3318 ,        1.3472 ,             0.78624 ,          0.61639 ,         0.71497 ,            0.48192 ,      1.1334 ,     0.91372 ,      1.1594 ,0.0077065 ,0.0077065 ,0.0077065
  141 ,        1.3869 ,        1.3352 ,        1.3498 ,             0.78838 ,          0.61496 ,         0.71453 ,            0.48207 ,      1.1328 ,     0.91388 ,      1.1593 ,0.00769   ,0.00769   ,0.00769
  142 ,        1.3836 ,        1.329  ,        1.3472 ,             0.78683 ,          0.61546 ,         0.71495 ,            0.48232 ,      1.1327 ,     0.91368 ,      1.159  ,0.0076735 ,0.0076735 ,0.0076735
  143 ,        1.3863 ,        1.3313 ,        1.3461 ,             0.78621 ,          0.61232 ,         0.71373 ,            0.48193 ,      1.1328 ,     0.91387 ,      1.1589 ,0.007657  ,0.007657  ,0.007657
  143 ,        1.3673 ,        1.3087 ,        1.3375 ,             0.78702 ,          0.61641 ,         0.7145  ,            0.4821  ,      1.1319 ,     0.91258 ,      1.1585 ,0.007657  ,0.007657  ,0.007657
  144 ,        1.3783 ,        1.3243 ,        1.343  ,             0.78799 ,          0.61458 ,         0.71519 ,            0.4824  ,      1.1321 ,     0.91129 ,      1.1586 ,0.0076405 ,0.0076405 ,0.0076405
  145 ,        1.3822 ,        1.3305 ,        1.3475 ,             0.79144 ,          0.61408 ,         0.7153  ,            0.48256 ,      1.1323 ,     0.91048 ,      1.1582 ,0.007624  ,0.007624  ,0.007624
  146 ,        1.3825 ,        1.3301 ,        1.3464 ,             0.78781 ,          0.61634 ,         0.71564 ,            0.48206 ,      1.1331 ,     0.91009 ,      1.1585 ,0.0076075 ,0.0076075 ,0.0076075
  147 ,        1.3825 ,        1.3313 ,        1.3462 ,             0.7878  ,          0.61882 ,         0.7158  ,            0.48241 ,      1.1325 ,     0.91041 ,      1.1581 ,0.007591  ,0.007591  ,0.007591
  148 ,        1.3853 ,        1.3304 ,        1.3482 ,             0.78686 ,          0.61831 ,         0.71539 ,            0.48266 ,      1.1322 ,     0.91064 ,      1.1577 ,0.0075745 ,0.0075745 ,0.0075745
  149 ,        1.3829 ,        1.3309 ,        1.3453 ,             0.78211 ,          0.62151 ,         0.71571 ,            0.48262 ,      1.1322 ,     0.91132 ,      1.1577 ,0.007558  ,0.007558  ,0.007558
  150 ,        1.3809 ,        1.3279 ,        1.3434 ,             0.77996 ,          0.62198 ,         0.71572 ,            0.48263 ,      1.1317 ,     0.91017 ,      1.1574 ,0.0075415 ,0.0075415 ,0.0075415
  151 ,        1.3832 ,        1.3305 ,        1.3447 ,             0.78195 ,          0.62225 ,         0.71624 ,            0.48342 ,      1.1307 ,     0.90972 ,      1.1566 ,0.007525  ,0.007525  ,0.007525
  152 ,        1.3795 ,        1.3269 ,        1.3446 ,             0.78508 ,          0.61961 ,         0.7168  ,            0.48405 ,      1.1297 ,     0.90801 ,      1.1557 ,0.0075085 ,0.0075085 ,0.0075085
  153 ,        1.3804 ,        1.3289 ,        1.3445 ,             0.78481 ,          0.61794 ,         0.71668 ,            0.48421 ,      1.1297 ,     0.90668 ,      1.1557 ,0.007492  ,0.007492  ,0.007492
  154 ,        1.3816 ,        1.3281 ,        1.345  ,             0.78307 ,          0.61817 ,         0.71672 ,            0.48387 ,      1.1307 ,     0.90729 ,      1.1562 ,0.0074755 ,0.0074755 ,0.0074755
  155 ,        1.3752 ,        1.326  ,        1.3431 ,             0.78553 ,          0.61557 ,         0.71615 ,            0.48369 ,      1.1304 ,     0.90707 ,      1.1562 ,0.007459  ,0.007459  ,0.007459
  156 ,        1.3799 ,        1.3246 ,        1.3435 ,             0.78751 ,          0.61353 ,         0.71589 ,            0.48388 ,      1.1296 ,     0.90631 ,      1.1563 ,0.0074425 ,0.0074425 ,0.0074425
  157 ,        1.3782 ,        1.3227 ,        1.3446 ,             0.78465 ,          0.61715 ,         0.71577 ,            0.48414 ,      1.1285 ,     0.90517 ,      1.1557 ,0.007426  ,0.007426  ,0.007426
  158 ,        1.378  ,        1.3226 ,        1.3451 ,             0.78604 ,          0.61743 ,         0.71614 ,            0.48433 ,      1.1283 ,     0.9036  ,      1.1553 ,0.0074095 ,0.0074095 ,0.0074095
  159 ,        1.3807 ,        1.3257 ,        1.3435 ,             0.79201 ,          0.6165  ,         0.71697 ,            0.48481 ,      1.1287 ,     0.90388 ,      1.1554 ,0.007393  ,0.007393  ,0.007393
  160 ,        1.3791 ,        1.3251 ,        1.3438 ,             0.78711 ,          0.61753 ,         0.71734 ,            0.48484 ,      1.1279 ,     0.90351 ,      1.1545 ,0.0073765 ,0.0073765 ,0.0073765
  161 ,        1.3779 ,        1.327  ,        1.3403 ,             0.79233 ,          0.61529 ,         0.71717 ,            0.48469 ,      1.1276 ,     0.90412 ,      1.1545 ,0.00736   ,0.00736   ,0.00736
  162 ,        1.3798 ,        1.3209 ,        1.3393 ,             0.79539 ,          0.61344 ,         0.71662 ,            0.48452 ,      1.1276 ,     0.90461 ,      1.1543 ,0.0073435 ,0.0073435 ,0.0073435
  163 ,        1.3753 ,        1.3226 ,        1.3415 ,             0.79009 ,          0.61782 ,         0.71697 ,            0.4847  ,      1.1276 ,     0.90503 ,      1.1543 ,0.007327  ,0.007327  ,0.007327
  164 ,        1.3773 ,        1.3206 ,        1.3388 ,             0.79314 ,          0.61547 ,         0.71709 ,            0.48487 ,      1.1272 ,     0.90494 ,      1.1536 ,0.0073105 ,0.0073105 ,0.0073105
  165 ,        1.3792 ,        1.324  ,        1.3417 ,             0.79706 ,          0.61242 ,         0.71699 ,            0.48509 ,      1.1271 ,     0.90573 ,      1.1534 ,0.007294  ,0.007294  ,0.007294
  166 ,        1.3735 ,        1.3189 ,        1.3365 ,             0.79438 ,          0.61288 ,         0.71695 ,            0.48532 ,      1.1271 ,     0.90584 ,      1.1527 ,0.0072775 ,0.0072775 ,0.0072775
  167 ,        1.3771 ,        1.3193 ,        1.3376 ,             0.79405 ,          0.61499 ,         0.71718 ,            0.485   ,      1.1261 ,     0.90537 ,      1.1516 ,0.007261  ,0.007261  ,0.007261
  168 ,        1.3714 ,        1.3138 ,        1.3352 ,             0.78835 ,          0.61947 ,         0.7174  ,            0.48519 ,      1.1249 ,     0.90327 ,      1.1507 ,0.0072445 ,0.0072445 ,0.0072445
  169 ,        1.3748 ,        1.3179 ,        1.3351 ,             0.78715 ,          0.61845 ,         0.7165  ,            0.48549 ,      1.1239 ,     0.90283 ,      1.15   ,0.007228  ,0.007228  ,0.007228
  170 ,        1.3704 ,        1.3124 ,        1.3372 ,             0.78476 ,          0.61912 ,         0.71661 ,            0.48576 ,      1.1229 ,     0.90274 ,      1.1493 ,0.0072115 ,0.0072115 ,0.0072115
  171 ,        1.3712 ,        1.3131 ,        1.3357 ,             0.78843 ,          0.61725 ,         0.71721 ,            0.48611 ,      1.1229 ,     0.902   ,      1.1491 ,0.007195  ,0.007195  ,0.007195
  172 ,        1.3734 ,        1.3192 ,        1.3367 ,             0.78781 ,          0.61873 ,         0.71742 ,            0.48627 ,      1.1225 ,     0.90145 ,      1.1488 ,0.0071785 ,0.0071785 ,0.0071785
  173 ,        1.3718 ,        1.3202 ,        1.3357 ,             0.78956 ,          0.61826 ,         0.71743 ,            0.48652 ,      1.122  ,     0.90093 ,      1.1487 ,0.007162  ,0.007162  ,0.007162
  174 ,        1.3738 ,        1.315  ,        1.3379 ,             0.79566 ,          0.61733 ,         0.71868 ,            0.48707 ,      1.1216 ,     0.90124 ,      1.1486 ,0.0071455 ,0.0071455 ,0.0071455
  175 ,        1.376  ,        1.3175 ,        1.3358 ,             0.79133 ,          0.61891 ,         0.71813 ,            0.4872  ,      1.1214 ,     0.90159 ,      1.1487 ,0.007129  ,0.007129  ,0.007129
  176 ,        1.3717 ,        1.3132 ,        1.3331 ,             0.79404 ,          0.61511 ,         0.71829 ,            0.48737 ,      1.1212 ,     0.8999  ,      1.1486 ,0.0071125 ,0.0071125 ,0.0071125
  177 ,        1.3728 ,        1.3137 ,        1.3351 ,             0.79858 ,          0.61557 ,         0.7186  ,            0.48744 ,      1.1208 ,     0.89837 ,      1.1482 ,0.007096  ,0.007096  ,0.007096
  178 ,        1.3728 ,        1.3178 ,        1.3349 ,             0.79631 ,          0.61687 ,         0.71937 ,            0.48777 ,      1.1199 ,     0.89656 ,      1.1471 ,0.0070795 ,0.0070795 ,0.0070795
  179 ,        1.37   ,        1.3164 ,        1.3346 ,             0.79822 ,          0.61668 ,         0.72057 ,            0.48797 ,      1.1193 ,     0.89628 ,      1.1471 ,0.007063  ,0.007063  ,0.007063
  180 ,        1.3692 ,        1.3113 ,        1.3311 ,             0.79986 ,          0.61594 ,         0.72029 ,            0.48846 ,      1.1191 ,     0.89553 ,      1.1472 ,0.0070465 ,0.0070465 ,0.0070465
  181 ,        1.3719 ,        1.3135 ,        1.3337 ,             0.79595 ,          0.61835 ,         0.72018 ,            0.48845 ,      1.1192 ,     0.89608 ,      1.1475 ,0.00703   ,0.00703   ,0.00703
  182 ,        1.3689 ,        1.3136 ,        1.3325 ,             0.79828 ,          0.61837 ,         0.72067 ,            0.48839 ,      1.1195 ,     0.89595 ,      1.1472 ,0.0070135 ,0.0070135 ,0.0070135
  183 ,        1.3665 ,        1.3095 ,        1.3299 ,             0.79814 ,          0.61835 ,         0.72077 ,            0.48863 ,      1.1198 ,     0.89561 ,      1.1474 ,0.006997  ,0.006997  ,0.006997
  184 ,        1.3691 ,        1.314  ,        1.3313 ,             0.8023  ,          0.61483 ,         0.72075 ,            0.48867 ,      1.1201 ,     0.89543 ,      1.148  ,0.0069805 ,0.0069805 ,0.0069805
  185 ,        1.3659 ,        1.3087 ,        1.3314 ,             0.80371 ,          0.61319 ,         0.72022 ,            0.48888 ,      1.1188 ,     0.89485 ,      1.1473 ,0.006964  ,0.006964  ,0.006964
  186 ,        1.3662 ,        1.3049 ,        1.3288 ,             0.80261 ,          0.61384 ,         0.72076 ,            0.4886  ,      1.1185 ,     0.89403 ,      1.1476 ,0.0069475 ,0.0069475 ,0.0069475
  187 ,        1.3695 ,        1.3107 ,        1.3335 ,             0.80113 ,          0.61413 ,         0.7209  ,            0.48817 ,      1.1177 ,     0.89349 ,      1.1468 ,0.006931  ,0.006931  ,0.006931
  188 ,        1.3706 ,        1.3079 ,        1.3306 ,             0.79897 ,          0.61501 ,         0.72071 ,            0.4886  ,      1.1169 ,     0.89311 ,      1.1461 ,0.0069145 ,0.0069145 ,0.0069145
  189 ,        1.3692 ,        1.3092 ,        1.3305 ,             0.79515 ,          0.6178  ,         0.71998 ,            0.4886  ,      1.1165 ,     0.89353 ,      1.1452 ,0.006898  ,0.006898  ,0.006898
  190 ,        1.3666 ,        1.3079 ,        1.3303 ,             0.79436 ,          0.61956 ,         0.72108 ,            0.48892 ,      1.1155 ,     0.89298 ,      1.1445 ,0.0068815 ,0.0068815 ,0.0068815
  191 ,        1.3661 ,        1.3047 ,        1.3286 ,             0.79394 ,          0.61863 ,         0.72083 ,            0.48887 ,      1.1161 ,     0.89284 ,      1.1445 ,0.006865  ,0.006865  ,0.006865
  192 ,        1.3666 ,        1.3074 ,        1.3286 ,             0.79386 ,          0.61998 ,         0.72084 ,            0.48909 ,      1.1154 ,     0.89148 ,      1.1438 ,0.0068485 ,0.0068485 ,0.0068485
  193 ,        1.3657 ,        1.3049 ,        1.33   ,             0.79661 ,          0.61826 ,         0.7211  ,            0.48946 ,      1.1145 ,     0.89053 ,      1.1429 ,0.006832  ,0.006832  ,0.006832
  194 ,        1.3627 ,        1.3032 ,        1.327  ,             0.79668 ,          0.61854 ,         0.72145 ,            0.49001 ,      1.1137 ,     0.89026 ,      1.1421 ,0.0068155 ,0.0068155 ,0.0068155
  195 ,        1.3637 ,        1.3033 ,        1.3276 ,             0.79737 ,          0.61855 ,         0.72124 ,            0.48971 ,      1.1141 ,     0.89116 ,      1.1417 ,0.006799  ,0.006799  ,0.006799
  196 ,        1.3639 ,        1.3009 ,        1.325  ,             0.80029 ,          0.61826 ,         0.72141 ,            0.49007 ,      1.1136 ,     0.89224 ,      1.1412 ,0.0067825 ,0.0067825 ,0.0067825
  197 ,        1.3626 ,        1.2983 ,        1.3269 ,             0.80203 ,          0.61548 ,         0.72112 ,            0.49013 ,      1.1129 ,     0.89168 ,      1.1404 ,0.006766  ,0.006766  ,0.006766
  198 ,        1.364  ,        1.2984 ,        1.3278 ,             0.80286 ,          0.61597 ,         0.72174 ,            0.49004 ,      1.1133 ,     0.89091 ,      1.1407 ,0.0067495 ,0.0067495 ,0.0067495
  199 ,        1.3622 ,        1.2985 ,        1.3247 ,             0.79939 ,          0.61882 ,         0.72181 ,            0.49031 ,      1.1134 ,     0.89116 ,      1.1404 ,0.006733  ,0.006733  ,0.006733
  200 ,        1.3645 ,        1.3016 ,        1.3266 ,             0.80107 ,          0.61766 ,         0.72176 ,            0.49053 ,      1.1134 ,     0.89021 ,      1.1401 ,0.0067165 ,0.0067165 ,0.0067165
  201 ,        1.3646 ,        1.3041 ,        1.3265 ,             0.79653 ,          0.61788 ,         0.72181 ,            0.49082 ,      1.1133 ,     0.89033 ,      1.1399 ,0.0067    ,0.0067    ,0.0067
  202 ,        1.364  ,        1.2989 ,        1.3247 ,             0.80013 ,          0.61739 ,         0.72209 ,            0.49037 ,      1.1138 ,     0.88978 ,      1.14   ,0.0066835 ,0.0066835 ,0.0066835
  203 ,        1.362  ,        1.3014 ,        1.3235 ,             0.79777 ,          0.61937 ,         0.72169 ,            0.49034 ,      1.1147 ,     0.88991 ,      1.1407 ,0.006667  ,0.006667  ,0.006667
  204 ,        1.3631 ,        1.2982 ,        1.326  ,             0.796   ,          0.62179 ,         0.72215 ,            0.49057 ,      1.1143 ,     0.88973 ,      1.1407 ,0.0066505 ,0.0066505 ,0.0066505
  205 ,        1.3634 ,        1.3025 ,        1.3243 ,             0.80104 ,          0.619   ,         0.72249 ,            0.49123 ,      1.1137 ,     0.88861 ,      1.1404 ,0.006634  ,0.006634  ,0.006634
  206 ,        1.3579 ,        1.2995 ,        1.3248 ,             0.80012 ,          0.62142 ,         0.72309 ,            0.49123 ,      1.1122 ,     0.88847 ,      1.14   ,0.0066175 ,0.0066175 ,0.0066175
  207 ,        1.3615 ,        1.3008 ,        1.3237 ,             0.8026  ,          0.61937 ,         0.72321 ,            0.49141 ,      1.1111 ,     0.88745 ,      1.139  ,0.006601  ,0.006601  ,0.006601
  208 ,        1.3616 ,        1.3005 ,        1.3223 ,             0.80217 ,          0.6203  ,         0.72357 ,            0.49194 ,      1.1104 ,     0.88743 ,      1.1379 ,0.0065845 ,0.0065845 ,0.0065845
  209 ,        1.3588 ,        1.2939 ,        1.32   ,             0.79866 ,          0.62313 ,         0.72384 ,            0.49189 ,      1.1103 ,     0.88626 ,      1.1379 ,0.006568  ,0.006568  ,0.006568
  210 ,        1.357  ,        1.2967 ,        1.3204 ,             0.80215 ,          0.62104 ,         0.72368 ,            0.4921  ,      1.11   ,     0.88667 ,      1.1377 ,0.0065515 ,0.0065515 ,0.0065515
  211 ,        1.3575 ,        1.2971 ,        1.3191 ,             0.80469 ,          0.6204  ,         0.72402 ,            0.49219 ,      1.1104 ,     0.88736 ,      1.1379 ,0.006535  ,0.006535  ,0.006535
  212 ,        1.3534 ,        1.2933 ,        1.3177 ,             0.80667 ,          0.62101 ,         0.72456 ,            0.49235 ,      1.1103 ,     0.88666 ,      1.1374 ,0.0065185 ,0.0065185 ,0.0065185
  213 ,        1.3579 ,        1.2926 ,        1.3187 ,             0.80181 ,          0.62374 ,         0.72414 ,            0.49209 ,      1.1096 ,     0.88623 ,      1.137  ,0.006502  ,0.006502  ,0.006502
  214 ,        1.3606 ,        1.299  ,        1.3192 ,             0.80295 ,          0.62383 ,         0.72384 ,            0.49157 ,      1.1093 ,     0.88726 ,      1.1365 ,0.0064855 ,0.0064855 ,0.0064855
  215 ,        1.3618 ,        1.2983 ,        1.3203 ,             0.79935 ,          0.62289 ,         0.72321 ,            0.49169 ,      1.1087 ,     0.88802 ,      1.1364 ,0.006469  ,0.006469  ,0.006469
  216 ,        1.3567 ,        1.2914 ,        1.3178 ,             0.79862 ,          0.62114 ,         0.72244 ,            0.49208 ,      1.1076 ,     0.88755 ,      1.1352 ,0.0064525 ,0.0064525 ,0.0064525
  217 ,        1.3591 ,        1.293  ,        1.3163 ,             0.7968  ,          0.62299 ,         0.72278 ,            0.492   ,      1.1072 ,     0.88672 ,      1.1342 ,0.006436  ,0.006436  ,0.006436
  218 ,        1.3537 ,        1.2901 ,        1.3157 ,             0.79663 ,          0.62457 ,         0.72327 ,            0.49188 ,      1.1081 ,     0.88686 ,      1.1345 ,0.0064195 ,0.0064195 ,0.0064195
  219 ,        1.354  ,        1.2908 ,        1.319  ,             0.80091 ,          0.62263 ,         0.72301 ,            0.49205 ,      1.1084 ,     0.88723 ,      1.135  ,0.006403  ,0.006403  ,0.006403
  220 ,        1.3575 ,        1.295  ,        1.3192 ,             0.79993 ,          0.62142 ,         0.72321 ,            0.49238 ,      1.108  ,     0.88634 ,      1.1348 ,0.0063865 ,0.0063865 ,0.0063865
  221 ,        1.3612 ,        1.2929 ,        1.3177 ,             0.79543 ,          0.62311 ,         0.72313 ,            0.49289 ,      1.1077 ,     0.88638 ,      1.1349 ,0.00637   ,0.00637   ,0.00637
  222 ,        1.3558 ,        1.2926 ,        1.3182 ,             0.79728 ,          0.62404 ,         0.72345 ,            0.49273 ,      1.1075 ,     0.88606 ,      1.1348 ,0.0063535 ,0.0063535 ,0.0063535
  223 ,        1.3551 ,        1.2931 ,        1.3182 ,             0.802   ,          0.6216  ,         0.724   ,            0.49299 ,      1.1065 ,     0.88525 ,      1.1337 ,0.006337  ,0.006337  ,0.006337
  224 ,        1.3547 ,        1.2916 ,        1.3155 ,             0.80634 ,          0.61947 ,         0.72441 ,            0.49331 ,      1.1053 ,     0.88365 ,      1.1325 ,0.0063205 ,0.0063205 ,0.0063205
  225 ,        1.3566 ,        1.2916 ,        1.3158 ,             0.80581 ,          0.61975 ,         0.72532 ,            0.49375 ,      1.1056 ,     0.88254 ,      1.1327 ,0.006304  ,0.006304  ,0.006304
  226 ,        1.3541 ,        1.2875 ,        1.3155 ,             0.80477 ,          0.61811 ,         0.72558 ,            0.4938  ,      1.1048 ,     0.88176 ,      1.1324 ,0.0062875 ,0.0062875 ,0.0062875
  227 ,        1.3567 ,        1.2915 ,        1.3144 ,             0.80358 ,          0.61914 ,         0.72493 ,            0.49362 ,      1.1045 ,     0.88105 ,      1.1324 ,0.006271  ,0.006271  ,0.006271
  228 ,        1.3541 ,        1.2867 ,        1.3142 ,             0.80268 ,          0.61943 ,         0.72532 ,            0.49383 ,      1.1047 ,     0.88005 ,      1.1328 ,0.0062545 ,0.0062545 ,0.0062545
  229 ,        1.3503 ,        1.2861 ,        1.3128 ,             0.80303 ,          0.62012 ,         0.72527 ,            0.49402 ,      1.1036 ,     0.87929 ,      1.1318 ,0.006238  ,0.006238  ,0.006238
  230 ,        1.3512 ,        1.2855 ,        1.3138 ,             0.804   ,          0.61863 ,         0.72525 ,            0.49451 ,      1.1037 ,     0.87903 ,      1.132  ,0.0062215 ,0.0062215 ,0.0062215
  231 ,        1.3525 ,        1.2884 ,        1.3147 ,             0.79818 ,          0.62234 ,         0.72553 ,            0.49449 ,      1.1035 ,     0.87941 ,      1.1316 ,0.006205  ,0.006205  ,0.006205
  232 ,        1.3515 ,        1.2841 ,        1.3135 ,             0.79395 ,          0.62534 ,         0.72513 ,            0.49412 ,      1.1048 ,     0.88089 ,      1.1317 ,0.0061885 ,0.0061885 ,0.0061885
  233 ,        1.3499 ,        1.2868 ,        1.3143 ,             0.80167 ,          0.62216 ,         0.7255  ,            0.49421 ,      1.1051 ,     0.88114 ,      1.1323 ,0.006172  ,0.006172  ,0.006172
  234 ,        1.3511 ,        1.2835 ,        1.3123 ,             0.80214 ,          0.62049 ,         0.72575 ,            0.49454 ,      1.1044 ,     0.88109 ,      1.1311 ,0.0061555 ,0.0061555 ,0.0061555
  235 ,        1.3481 ,        1.285  ,        1.3108 ,             0.8015  ,          0.62169 ,         0.7256  ,            0.49444 ,      1.1048 ,     0.88139 ,      1.1309 ,0.006139  ,0.006139  ,0.006139
  236 ,        1.3494 ,        1.2808 ,        1.3114 ,             0.80111 ,          0.62117 ,         0.72497 ,            0.49453 ,      1.104  ,     0.88211 ,      1.1303 ,0.0061225 ,0.0061225 ,0.0061225
  237 ,        1.3498 ,        1.2827 ,        1.3097 ,             0.80459 ,          0.61937 ,         0.72472 ,            0.49433 ,      1.1027 ,     0.88203 ,      1.1294 ,0.006106  ,0.006106  ,0.006106
  238 ,        1.3485 ,        1.2836 ,        1.3103 ,             0.80525 ,          0.62169 ,         0.72541 ,            0.49512 ,      1.1026 ,     0.88167 ,      1.1291 ,0.0060895 ,0.0060895 ,0.0060895
  239 ,        1.3507 ,        1.2834 ,        1.3103 ,             0.80418 ,          0.62191 ,         0.72568 ,            0.49526 ,      1.1029 ,     0.88083 ,      1.1296 ,0.006073  ,0.006073  ,0.006073
  240 ,        1.3484 ,        1.2831 ,        1.3095 ,             0.80371 ,          0.62044 ,         0.72508 ,            0.49509 ,      1.1032 ,     0.8815  ,      1.1298 ,0.0060565 ,0.0060565 ,0.0060565
  241 ,        1.3502 ,        1.2813 ,        1.3094 ,             0.809   ,          0.61956 ,         0.72617 ,            0.49493 ,      1.1038 ,     0.88036 ,      1.1299 ,0.00604   ,0.00604   ,0.00604
  242 ,        1.346  ,        1.2782 ,        1.308  ,             0.80323 ,          0.62119 ,         0.72556 ,            0.49491 ,      1.1035 ,     0.88062 ,      1.1295 ,0.0060235 ,0.0060235 ,0.0060235
  243 ,        1.3474 ,        1.2772 ,        1.307  ,             0.79861 ,          0.62327 ,         0.72558 ,            0.49531 ,      1.1023 ,     0.8795  ,      1.1282 ,0.006007  ,0.006007  ,0.006007
  244 ,        1.3497 ,        1.2834 ,        1.3108 ,             0.7976  ,          0.62457 ,         0.72686 ,            0.4955  ,      1.1012 ,     0.8789  ,      1.128  ,0.0059905 ,0.0059905 ,0.0059905
  245 ,        1.3469 ,        1.2802 ,        1.3061 ,             0.80437 ,          0.62142 ,         0.72632 ,            0.49546 ,      1.1016 ,     0.87929 ,      1.1286 ,0.005974  ,0.005974  ,0.005974
  246 ,        1.3445 ,        1.2781 ,        1.3071 ,             0.79698 ,          0.62616 ,         0.7267  ,            0.49591 ,      1.1022 ,     0.87889 ,      1.1293 ,0.0059575 ,0.0059575 ,0.0059575
  247 ,        1.3465 ,        1.2804 ,        1.3092 ,             0.80271 ,          0.62181 ,         0.7272  ,            0.49601 ,      1.1019 ,     0.87871 ,      1.1289 ,0.005941  ,0.005941  ,0.005941
  248 ,        1.3456 ,        1.2772 ,        1.3071 ,             0.80238 ,          0.622   ,         0.72719 ,            0.49628 ,      1.1008 ,     0.87755 ,      1.128  ,0.0059245 ,0.0059245 ,0.0059245
  249 ,        1.3481 ,        1.2834 ,        1.308  ,             0.79994 ,          0.6216  ,         0.72665 ,            0.49646 ,      1.1008 ,     0.87678 ,      1.1275 ,0.005908  ,0.005908  ,0.005908
  250 ,        1.3439 ,        1.2799 ,        1.3053 ,             0.7988  ,          0.62346 ,         0.72712 ,            0.49613 ,      1.1012 ,     0.87634 ,      1.1274 ,0.0058915 ,0.0058915 ,0.0058915
  251 ,        1.346  ,        1.2759 ,        1.3045 ,             0.80096 ,          0.62321 ,         0.72703 ,            0.49602 ,      1.1018 ,     0.87684 ,      1.1276 ,0.005875  ,0.005875  ,0.005875
  252 ,        1.3476 ,        1.2796 ,        1.3081 ,             0.7977  ,          0.62336 ,         0.72683 ,            0.4962  ,      1.1029 ,     0.87789 ,      1.1276 ,0.0058585 ,0.0058585 ,0.0058585
  253 ,        1.3429 ,        1.2786 ,        1.3055 ,             0.79756 ,          0.62541 ,         0.72704 ,            0.49649 ,      1.1022 ,     0.87746 ,      1.1276 ,0.005842  ,0.005842  ,0.005842
  254 ,        1.3438 ,        1.2756 ,        1.3043 ,             0.80111 ,          0.62401 ,         0.72689 ,            0.49607 ,      1.1025 ,     0.87688 ,      1.1276 ,0.0058255 ,0.0058255 ,0.0058255
  255 ,        1.3466 ,        1.2753 ,        1.3078 ,             0.79667 ,          0.6268  ,         0.72685 ,            0.49607 ,      1.1033 ,     0.87642 ,      1.1279 ,0.005809  ,0.005809  ,0.005809
  256 ,        1.3449 ,        1.2763 ,        1.3047 ,             0.79898 ,          0.62466 ,         0.72606 ,            0.49573 ,      1.103  ,     0.87705 ,      1.1278 ,0.0057925 ,0.0057925 ,0.0057925
  257 ,        1.3434 ,        1.2738 ,        1.3047 ,             0.80137 ,          0.62368 ,         0.72631 ,            0.49594 ,      1.1035 ,     0.87732 ,      1.128  ,0.005776  ,0.005776  ,0.005776
  258 ,        1.343  ,        1.2734 ,        1.304  ,             0.79944 ,          0.62285 ,         0.7262  ,            0.49553 ,      1.1042 ,     0.87756 ,      1.1283 ,0.0057595 ,0.0057595 ,0.0057595
  259 ,        1.3432 ,        1.2744 ,        1.3031 ,             0.80022 ,          0.62181 ,         0.72627 ,            0.49598 ,      1.1044 ,     0.87766 ,      1.1287 ,0.005743  ,0.005743  ,0.005743
  260 ,        1.3432 ,        1.2722 ,        1.3028 ,             0.79474 ,          0.62334 ,         0.72627 ,            0.49597 ,      1.1046 ,     0.87721 ,      1.1281 ,0.0057265 ,0.0057265 ,0.0057265
  261 ,        1.3436 ,        1.2744 ,        1.3042 ,             0.79544 ,          0.62315 ,         0.72638 ,            0.49627 ,      1.1042 ,     0.87654 ,      1.1275 ,0.00571   ,0.00571   ,0.00571
